binding_id,row_type,row_id,bibtex_key,operation,kind,automaton_id,role,source,linked_strategy_ids,linked_error_ids,link_ids,evidence
misconception:37615:fraction:whole_number_grab,misconception,37615,JRME_Resnick_1989_Conceptual,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students compare decimal fractions by treating the decimal portion as a whole number, concluding that the decimal with more digits is larger."
misconception:37617:fraction:whole_number_grab,misconception,37617,JRME_Resnick_1989_Conceptual,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students apply a specialized whole number rule where they assume any decimal with a zero immediately following the decimal point is smaller than a decimal with a nonzero digit in that position.
misconception:37635:fraction:whole_number_grab,misconception,37635,JRME_Thompson_1992_Notations,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students inappropriately use buggy subtraction procedures, relying on blind application of rules like automatically crossing out a zero and replacing it with a nine."
misconception:37636:fraction:whole_number_grab,misconception,37636,JRME_Thompson_1992_Notations,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students treat the decimal point merely as a separator between two independent whole numbers when adding or subtracting decimals.
misconception:37637:fraction:whole_number_grab,misconception,37637,JRME_Thompson_1992_Notations,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students believe a decimal number with more digits is larger because they interpret the digits after the decimal point as a whole number.
misconception:37638:fraction:whole_number_grab,misconception,37638,JRME_Thompson_1992_Notations,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students perform operations on decimal numerals by ignoring the decimal point, executing whole-number algorithms, and arbitrarily inserting the decimal point at the end of the calculation."
misconception:37655:subtraction:smaller_from_larger_in_column,misconception,37655,JRME_Wood_1993_Chapter,subtraction,smaller_from_larger_in_column,subtraction:smaller_from_larger_in_column,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"subtract the smaller digit from the larger; smaller digit from the larger; minuend or subtrahend | When subtracting multi-digit numbers, a student may systematically subtract the smaller digit from the larger digit in each column, regardless of whether it is the minuend or subtrahend."
misconception:37657:fraction:whole_number_grab,misconception,37657,JRME_Davis_1990_Chapter,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"number of parts; denominator | A student rigidly applies fraction notation rules to a context involving multiple wholes, asserting that the denominator cannot change even when the total number of parts in the new defined whole has increased."
misconception:37664:fraction:whole_number_grab,misconception,37664,JRME_Post_1985_Order,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator | Students incorrectly apply whole number ordering rules to fractions, judging a fraction with a larger denominator as greater because its integer is larger."
misconception:37669:subtraction:smaller_from_larger_in_column,misconception,37669,JRME_BenYehuda_2005_Doing,subtraction,smaller_from_larger_in_column,subtraction:smaller_from_larger_in_column,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"subtracting the smaller digit from the larger; smaller digit from the larger; reversing the order of the numbers; reversing the order of the numbers in a column; always subtracting the smaller digit; buggy subtraction algorithm | The student applies a buggy subtraction algorithm by reversing the order of the numbers in a column, always subtracting the smaller digit from the larger digit to avoid borrowing."
misconception:37670:multiplication:drop_second_partial_product,misconception,37670,JRME_BenYehuda_2005_Doing,multiplication,drop_second_partial_product,multiplication:drop_second_partial_product,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"partial product; partial products; distributive | The student incorrectly applies a false distribution law for multi-digit multiplication, multiplying the parts improperly instead of computing all partial products."
misconception:37676:fraction:whole_number_grab,misconception,37676,JRME_Mack_2001_Building,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students view the individual pieces resulting from partitioning as independent whole-number counting units rather than as fractional portions of a referent whole.
misconception:37710:fraction:whole_number_grab,misconception,37710,JRME_Bishop_2014_Obstacles,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students overgeneralize their experiences with whole numbers, assuming that addition must always result in a larger number and subtraction must always result in a smaller number."
misconception:37751:multiplication:drop_second_partial_product,misconception,37751,JRME_Eisenhart_1993_Conceptual,multiplication,drop_second_partial_product,multiplication:drop_second_partial_product,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,partial product; partial products | The prospective teacher procedurally memorizes visual diagrams for operations without understanding the conceptual link between the diagram and the algorithm.
misconception:37761:fraction:whole_number_grab,misconception,37761,JRME_Hunting_1983_Alan,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator; numerator | A student misapplies whole-number partitioning strategies to find fractions of a set, grouping objects according to the numerator rather than first determining the fractional unit size based on the denominator."
misconception:37764:addition:rote_derived_fact_rule_misfire,misconception,37764,JRME_Gray_1994_Duality,addition,rote_derived_fact_rule_misfire,addition:rote_derived_fact_rule_misfire,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"isolated known combinations; without a flexible proceptual understanding; struggling with simpler subtractions | In attempting to derive facts without a flexible proceptual understanding, students may rely on isolated known combinations while struggling with simpler subtractions embedded within the same problem space."
